roles,companies,locations,experience,skills,Dates,PresentDate,salary
Regularly update technical,Transasia Integrate Services,"Madurai, Tirupati, Visakhapatnam, Chandigarh, Rajkot, Surat, Bengaluru, Aurangabad, Vadodara",2-7 Yrs,Lead generationUsagePayment collectionSalesDiagnosticsCredit controlManagementResearch,30+ Days Ago,24-11-2024,Not disclosed
Regional Sales Manager,Transasia Integrate Services,"Kochi, Chandigarh, Kozhikode, Agra, Chennai, Ahmedabad, Coimbatore, Bengaluru, Jodhpur",8-12 Yrs,UsageSalesDiagnosticsCustomer satisfactionPharmaRegional salesPharma sellingManagement,30+ Days Ago,24-11-2024,Not disclosed
Senior Staff Engineer - IT,R1 RCM,"Hyderabad, Chennai, Gurugram, Bengaluru",3-6 Yrs,AutomationShell scriptingSchemaDNSHealthcareVulnerabilityRisk managementTechnical support,30+ Days Ago,24-11-2024,Not disclosed
Lead Staff Engineer - IT,R1 RCM,"Noida, Hyderabad, Chennai, Gurugram, Bengaluru",8-12 Yrs,AutomationData modelingRDBMSMySQLSSRSActive directoryWindowsSSIS,30+ Days Ago,24-11-2024,Not disclosed
Senior Staff Engineer - IT,R1 RCM,"Noida, Hyderabad, Chennai, Gurugram, Bengaluru",3-6 Yrs,AutomationData modelingMySQLSSRSDatabase administrationActive directoryWindowsSSIS,30+ Days Ago,24-11-2024,Not disclosed
Lead Engineer - IT,R1 RCM,"Noida, Hyderabad, Chennai, Gurugram, Bengaluru",4-7 Yrs,VMwareCloud computingremediationProject managementAnalyticalHealthcaremicrosoftVirtualization,30+ Days Ago,24-11-2024,Not disclosed
Principal Engineer - IT,R1 RCM,"Noida, Hyderabad, Chennai, Gurugram, Bengaluru",6-9 Yrs,AutomationData migrationAccess managementPowershellHealthcaremicrosoftTroubleshootingTechnical support,30+ Days Ago,24-11-2024,Not disclosed
Asst. Manager - Operation (Clinical / Healthcare / Hospital),Ocnet Consultants,"Gurugram, Bengaluru",5-10 Yrs,Clinical TrainingClinical OperationsHospital AdministrationHospital ManagementHospital OperationshealthcareAdministrationClinical,11 Days Ago,24-11-2024,6-8 Lacs PA
Hiring Medical Coders -Team Lead,Capital Recruitment Services,"Tirupati, Hyderabad, Chennai, Bengaluru",3-8 Yrs,CPTMedical CoderMdical CodingMedical Codingicd-10-cmCPCTeam LeadingICD,6 Days Ago,24-11-2024,Not disclosed
Vacancies For Pediatricians,Space Consultant,"Durgapur, Bhiwani, Makrana",1-5 Yrs,PediatricsPediatricianPaediatrician,12 Days Ago,24-11-2024,Not disclosed
Sr . Physiotherapist,Buurtzorg Edugreen Neighbourhood Care India,"Bhubaneshwar, Varanasi, Kolkata, Lucknow, Bengaluru",3-5 Yrs,MPTPhysiotherapySR,30+ Days Ago,24-11-2024,Not disclosed
Sr . Nursing Attendant,Buurtzorg Edugreen Neighbourhood Care India,"Bhubaneshwar, Varanasi, Kolkata, Lucknow, Bengaluru",3-5 Yrs,NursingSR,30+ Days Ago,24-11-2024,Not disclosed
Physiotherapist,Buurtzorg Edugreen Neighbourhood Care India,"Bhubaneshwar, Varanasi, Kolkata, Lucknow, Bengaluru",3-5 Yrs,Physiotherapy,30+ Days Ago,24-11-2024,Not disclosed
Nursing Attendant,Buurtzorg Edugreen Neighbourhood Care India,"Bhubaneshwar, Varanasi, Kolkata, Lucknow, Bengaluru",2-5 Yrs,Nursing,30+ Days Ago,24-11-2024,Not disclosed
Asst . Physiotherapist,Buurtzorg Edugreen Neighbourhood Care India,"Bhubaneshwar, Varanasi, Kolkata, Lucknow, Bengaluru",3-5 Yrs,PhysiotherapyAssistance,30+ Days Ago,24-11-2024,Not disclosed
Nurse,Buurtzorg Edugreen Neighbourhood Care India,"Bhubaneshwar, Varanasi, Kolkata, Lucknow, Bengaluru",1-2 Yrs,NursingNurse,30+ Days Ago,24-11-2024,Not disclosed
Sales Executive,Syncdigit Solutions,"Hyderabad, Chennai, Bengaluru",2-5 Yrs,Saleshealthcare salesmarketingbuilding relationshipsSales PlanningSales executive activitiesHealthcarePlanning,16 Days Ago,24-11-2024,Not disclosed
First line field manager (Area Sales Manager ),Tablets India Ltd.,"Varanasi, Bengaluru",3-7 Yrs,project managementarea sales managementteam managementteam handlingequipmentbusiness developmenttrackingsales,16 Days Ago,24-11-2024,Not disclosed
Sr. Software Engineer,Toppan Merrill,"Hyderabad, Chennai, Gurugram",6-9 Yrs,restpythoncsssocket.iosoftware designengineeringbottlingredis,16 Days Ago,24-11-2024,Not disclosed
Software Developer,Toppan Merrill,"Hyderabad, Chennai, Gurugram",2-7 Yrs,reduxcssjademobxbootstrapajaxjqueryspring,16 Days Ago,24-11-2024,Not disclosed
Teleradiology_CT and MRI (Part time),Quadrangle,"Hyderabad, Bengaluru, Delhi / NCR",3-8 Yrs,RadiologyPartTimePart timeMRI,16 Days Ago,24-11-2024,Not disclosed
First line field manager (Area Sales Manager ),Tablets India Ltd.,"Varanasi, Bengaluru",5-10 Yrs,project managementarea sales managementteam managementteam handlingequipmentbusiness developmenttrackingsales,17 Days Ago,24-11-2024,Not disclosed
Sales Manager Modular Operation Theatre & Vinyl Floor,Vishal Surgical Equipment,"Hybrid - Indore, Bengaluru, Raipur",2-7 Yrs,modular OTsales managementvinyl floorvinylhospitalsflooringMedical Equipment Salesot,17 Days Ago,24-11-2024,4-7 Lacs PA
Medical Scribe Training With Work From Home Job,Scribeemed,"Hybrid - Indore, Hyderabad, Ahmedabad",0-1 Yrs,BDSBHMSNursingPharmacyBAMSBiotechnologyMbbsNephrology,17 Days Ago,24-11-2024,3-5.5 Lacs PA
Senior Developer - IT,R1 RCM,"Noida, Hyderabad, Chennai, Gurugram, Bengaluru",4-6 Yrs,project managementc++software developmentinformation technologysoftwarenetworkingjavascriptsql,30+ Days Ago,24-11-2024,Not disclosed
First line field manager (Area Sales Manager ),Tablets India Ltd.,"Varanasi, Bengaluru",5-7 Yrs,SupervisorSales RepresentativeArea salesOperationsSupervisionFieldSalesLine,18 Days Ago,24-11-2024,Not disclosed
Research Chemist,Sensa Core Medical Instrumentation,"Sangareddy, Hyderabad, Bengaluru",2-3 Yrs,ChemistryProcess optimizationResearchMS OfficeProject handlingNanotechnologyMicrosoftOffice,18 Days Ago,24-11-2024,Not disclosed
Sr. PPC Executive,Sensa Core Medical Instrumentation,"Sangareddy, Hyderabad, Bengaluru",4-6 Yrs,PPC ExecutiveProduction planningInventory ExecutiveMechanicalMS OfficeInventory planningMicrosoftPlanning,18 Days Ago,24-11-2024,Not disclosed
Machine Operator / Assembler,Sensa Core Medical Instrumentation,"Sangareddy, Hyderabad, Bengaluru",1-4 Yrs,MechanicalElectronicsInspectionMachine OperatorMachine operatingAssemblingMachineAssembly,18 Days Ago,24-11-2024,Not disclosed
Purchase Executive,Sensa Core Medical Instrumentation,"Sangareddy, Hyderabad, Bengaluru",4-6 Yrs,Mechanical ExecutivePurchase ExecutiveMechanicalVendorMS OfficePurchaseMicrosoftOffice,18 Days Ago,24-11-2024,Not disclosed
Job || DMLT/ Phlebotomist_Work with MNC,Saarathi Healthcare,"Hyderabad, Chennai, Bengaluru",0-5 Yrs,DmltMLTBlood CollectionLab TestingCollectionsLabSoftware testing,18 Days Ago,24-11-2024,"50,000-2.25 Lacs PA"
"ABM (Specialty Division), Oncology/ Critical Care",Wembrace Biopharma,"Guwahati, Kolkata, Bhopal, Cuttack, Indore, Patna, New Delhi, Lucknow, Jaipur, Jodhpur",3-7 Yrs,Critical careOncologyAbm,19 Days Ago,24-11-2024,Not disclosed
First line field manager (Area Sales Manager ),Tablets India Ltd.,"Varanasi, Bengaluru",4-8 Yrs,SupervisorSales RepresentativeArea salesOperationsSupervisionFieldSalesLine,19 Days Ago,24-11-2024,Not disclosed
Registered Nurse,Apollo GWD,"Nellore, Bengaluru, Hyderabad, Nellore",1-4 Yrs,NursingRegistration,19 Days Ago,24-11-2024,2-3.75 Lacs PA
Therapy Specialist ( Cosmetology ),Pharma Focus,"Kochi, Guwahati, Kolkata, Nagpur, Hyderabad",1-4 Yrs,cssbootstrapjqueryapexsalesforcereact.jsgitjava,30+ Days Ago,24-11-2024,Not disclosed
Senior Program Manager - HR,R1 RCM,"Noida, Hyderabad, Chennai, Gurugram, Bengaluru",6-9 Yrs,Business processAutomation testingHR processesUsageHCMCloud ApplicationsPatient careHealthcare,30+ Days Ago,24-11-2024,Not disclosed
Phlebotomist,Molecularit,"Ghaziabad, Hyderabad, Bengaluru",2-7 Yrs,Report generationPathologyUsageDiagnosticsHealthcareTestingGenerationSoftware testing,30+ Days Ago,24-11-2024,Not disclosed
Hiring For Area Sales Manager Role,MNC in B2C Medical Devices & Equipment Sector,"Kochi, Hyderabad, Bengaluru",10-18 Yrs,salesTeam ManagementTeam HandlingLead GenerationNew Client AcquisitionTeam LeadingBusiness DevelopmentRevenue Generation,23 Days Ago,24-11-2024,8-14 Lacs PA
Information Security Analyst,Eurofins,Bengaluru,3-9 Yrs,Change managementCisaData managementSOCDisaster recoveryISO 27001Incident managementAsset management,24 Days Ago,24-11-2024,Not disclosed
QA Lead,Eurofins,Bengaluru,4-6 Yrs,AutomationManual testingTest managementETL testingSSRSRegression testingScrumSSIS,24 Days Ago,24-11-2024,Not disclosed
Manager - Operation Theatre and ICU,Gokula Education Foundation (medical),Bengaluru,6-10 Yrs,OT SchedulingQualityHospital OperationsPeople ManagementSchedulingICUHospitalOperation theatre,23 Days Ago,24-11-2024,"70,000-1.25 Lacs PA"
Sonologist Consultant,Maven Hospital And Healthcare Consultant,"Haryana, Chhattishgarh, Madhya Pradesh, Maharashtra, Rajasthan, INDIA",0-5 Yrs,Doctor ActivitiesMedical ImagingMDRadiologySonographyDiagnosticsMRIColor Doppler,23 Days Ago,24-11-2024,25-40 Lacs PA
General Physician,Maven Hospital And Healthcare Consultant,"Makrana, Bilaspur, India",0-5 Yrs,MBBSConsultant PhysicianGeneral MedicineIntensivistPulmonologyPediatricsEmergency MedicineDoctor Activities,24 Days Ago,24-11-2024,20-35 Lacs PA
Oncosurgeon,Maven Hospital And Healthcare Consultant,"Hisar, Rajasthan, India",0-5 Yrs,OncosurgeonDoctor ActivitiesEmergency MedicinePrecision and Decision MakingOncologySurgical Expertise in OncologyGeneral Surgery#Doctors Job,24 Days Ago,24-11-2024,35-60 Lacs PA
Nephrology Consultant,Maven Hospital And Healthcare Consultant,"Hisar, Rajasthan, India",0-5 Yrs,MBBSDoctor ActivitiesGeneral MedicineNephrologyKidney TransplantEmergency MedicineInternal MedicineNephrologist,24 Days Ago,24-11-2024,40-60 Lacs PA
Consultant Histopathologist,Vijaya Diagnostic Centre,Hyderabad(Himayatnagar),3-8 Yrs,HistopathologyFlow CytometryCytopathologygrossingConsultingFlow,17 Days Ago,24-11-2024,Not disclosed
International Regulatory Affairs Specialist,Becton Dickinson,Bengaluru,1-3 Yrs,Medical devicesCivilProject managementAnalyticalManager TechnologyGeneticsNew product developmentmicrosoft,30+ Days Ago,24-11-2024,Not disclosed
Office Assistant,ARISTO PHARMACEUTICALS,Hyderabad,2-4 Yrs,billingexcelPreparing InvoicesSAP SDPurchase OrderInvoicingOrder fulfillmentSaps,26 Days Ago,24-11-2024,Not disclosed
Senior Quality Engineer,Amgen Inc,Hyderabad,4-9 Yrs,quality processesrisk assessmenttechnical writingdimensional analysisQuality inspectionsQuality managementSeniorAssessment,25 Days Ago,24-11-2024,Not disclosed
Senior Manager Quality Complaints,Amgen Inc,Hyderabad,8-13 Yrs,quality managementproject managementtesting processesDevice manufacturing processesAPISoftware testingManagementProcess,25 Days Ago,24-11-2024,Not disclosed
SAP Senior Security Engineer,Amgen Inc,Hyderabad,4-9 Yrs,SAP securitySAP GRC Access ControlSAP solutionsAgileSAP CloudSAP security frameworkFrameworkSAP,25 Days Ago,24-11-2024,Not disclosed
Graphic Designer - Medical Affairs,Winning Edge,Bengaluru,1-5 Yrs,Graphic DesignMQADSocial MediaIllustratorImage sourcingMedical Questions AnalysisPhotoshopAcrobat Pro,25 Days Ago,24-11-2024,Not disclosed
Reltio MDM Senior Developer,Winning Edge,"Bengaluru, Karnataka",5-8 Yrs,GITHUBAWS databasedata warehousingETLAWSPythonMDMSenior,25 Days Ago,24-11-2024,Not disclosed
Specialist IS Architect - HR Service Delivery,Amgen Inc,Hyderabad,6-11 Yrs,HR Service Delivery managementServiceNowtechnical architecturesagile delivery managementHR Case ManagementSDLCHrsdHuman resource management,25 Days Ago,24-11-2024,Not disclosed
Machine Learning Engineer,Amgen Inc,Hyderabad,5-7 Yrs,Machine Learning++AirflowJavaAzureJscriptScikit-learnMLflow,25 Days Ago,24-11-2024,Not disclosed
Manager Information Security - Provisioning,Amgen Inc,Hyderabad,4-8 Yrs,Information SecurityIBM ISIMForgeRockSaviyntIBM IGICIAMMicrosoft Identity ManagerSailPoint IdentityIIQ,25 Days Ago,24-11-2024,Not disclosed
SAP Validation Functional Analyst,Amgen Inc,Hyderabad,1-6 Yrs,SAP ValidationALMSAP Validation Functional AnalystAgileSAFeJIRARegulatory ComplianceData validation,25 Days Ago,24-11-2024,Not disclosed
SAP Developer (Integration - BTP),Amgen Inc,Hyderabad,4-9 Yrs,SAPJenkinsAzurecloud securityGitEvent MeshAWSJira,25 Days Ago,24-11-2024,Not disclosed
"SAP Lead Solution Architect, Record To Report",Amgen Inc,Hyderabad,8-13 Yrs,SAPKanbanfinancial reportingGAAPScrumAccounts ReceivableCash ManagementSAP S/4HANA Finance,25 Days Ago,24-11-2024,Not disclosed
Salesforce Developer,Amgen Inc,Hyderabad,4-9 Yrs,SalesforceSAP integrationGitSalesforce DeveloperHadoopSparkJIRAApex,25 Days Ago,24-11-2024,Not disclosed
"HR Business Partner, Senior Manager",Amgen Inc,Hyderabad,8-13 Yrs,HRChange ManagementHR managementHR ComplianceHR OperationsTalent ManagementTalent DevelopmentHuman resource management,25 Days Ago,24-11-2024,Not disclosed
SOC T1 Shift leader,Amgen Inc,Hyderabad,1-6 Yrs,cybersecurityInformation Security Operationscybersecurity operationsLinux systemsSecurity OperationsLinux SystemSecurityOperations,25 Days Ago,24-11-2024,Not disclosed
Salesforce DevOps Release Engineer,Amgen Inc,Hyderabad,1-6 Yrs,SalesforceSFDXDevOpsSalesforce Platform BuilderSalesforce Metadata APIJavaScriptANTCI/CD,25 Days Ago,24-11-2024,Not disclosed
Senior Associate Organizational Planning Analytics & Insights,Amgen Inc,Hyderabad,1-6 Yrs,SQLOracle Hyperiondata analyticstechnology managementPowerBIglobal sourcingfinancial modellingfinancial planning,25 Days Ago,24-11-2024,Not disclosed
Specialist IS Business Analyst Compliance - Safety DTI,Amgen Inc,Hyderabad,5-8 Yrs,Business analysispythondata analysisdata analyticsproduct managementspotfiredata governanceartificial intelligence,25 Days Ago,24-11-2024,Not disclosed
"Specialist SAP Architect, Accounts Receivable",Amgen Inc,Hyderabad,6-10 Yrs,SAPS/4 HANAaccounts receivabledispute managementrecord to reportcredit managemententerprise architectureaccountingcash applications,25 Days Ago,24-11-2024,Not disclosed
SAP Security Engineer,Amgen Inc,Hyderabad,1-6 Yrs,Security Engineeringsapcyber securityincident managementsap grcinformation securityvulnerability assessmentsecurity strategy,25 Days Ago,24-11-2024,Not disclosed
SAP Validation Functional Analyst,Amgen Inc,Hyderabad,3-8 Yrs,SAP Validationscaled agile frameworkscrum masterfunctional analysistest scriptsjiraregulatory requirementsSAP,25 Days Ago,24-11-2024,Not disclosed
Senior Manager - AI/ML Engineering,Amgen Inc,Hyderabad,8-13 Yrs,Artificial Intelligencepythontensorflowtechnical architecturecomputer visionpytorchmachine learningreinforcement learning,25 Days Ago,24-11-2024,Not disclosed
Data Architect,Amgen Inc,Hyderabad,10-15 Yrs,S/4 HANAdata modelingpredictive modelingsap fioribusiness analyticsdata structuresdata architecturebusiness intelligence,25 Days Ago,24-11-2024,Not disclosed
Senior Manager Corporate Affairs,Amgen Inc,Hyderabad,8-13 Yrs,Corporate Affairsinternational relationsmedia relationsexternal communicationspublic relationsinternal communicationsocial mediajournalism,25 Days Ago,24-11-2024,Not disclosed
Senior Manager Information Security,Amgen Inc,Hyderabad,9-13 Yrs,Information Securitytechnical supportbiotechnologyidentity access managementaccount managementAccountingTechnicalIdentity management,25 Days Ago,24-11-2024,Not disclosed
SAP Developer (Analytics & Reporting),Amgen Inc,Hyderabad,3-7 Yrs,SAP S/4 HANAdata extractiondata intelligencedata modelingsap fioripredictive analyticsdata governancemachine learning,25 Days Ago,24-11-2024,Not disclosed
Software Development Engineer - Tech & Workforce,Amgen Inc,Hyderabad,1-6 Yrs,React JSsoftware developmentUX designfull-stack developmentJiraSDLCPythonDesign,25 Days Ago,24-11-2024,Not disclosed
Senior Manager Compliance - Safety DTI,Amgen Inc,Hyderabad,2-7 Yrs,Compliance managementDevOpsdata analysisteam handlingSDLCQuality ControlAnalysisQuality,25 Days Ago,24-11-2024,Not disclosed
"Specialist SAP Architect, Accounting",Amgen Inc,Hyderabad,1-6 Yrs,SAP ArchitectureAccountingtroubleshootingSAP AribaIFRSSAP S/4HANAVendor Invoice managementS,25 Days Ago,24-11-2024,Not disclosed
Productivity Tools and Technology Engineer,Amgen Inc,Hyderabad,1-6 Yrs,JavaAzureGCPDjangotroubleshootingFastAPILLMAWS,25 Days Ago,24-11-2024,Not disclosed
Specialist Business Systems Analyst,Amgen Inc,Hyderabad,4-9 Yrs,Business analysisFunctional designAirflowJenkinsAzureprototypingGCPprocess design,25 Days Ago,24-11-2024,Not disclosed
"Principal SAP Architect, Plan To Stock",Amgen Inc,Hyderabad,2-7 Yrs,SAP architectureSAP S/4 HanaSAP QMSAP implementationSAP MMSAP PPAgileSupply planning,25 Days Ago,24-11-2024,Not disclosed
SAP Basis Architect,Amgen Inc,Hyderabad,1-6 Yrs,SAP BasisSAP ECCDevOpsSAP ChaRMSAP BTPSAP S/4HANAAWSSAP GRC,25 Days Ago,24-11-2024,Not disclosed
"SAP Developer, Vistex",Amgen Inc,Hyderabad,1-6 Yrs,SAP Vistexobject-oriented programmingSAP SDdata modelingSAP ABAPSAP OTCSAP developmentModeling,25 Days Ago,24-11-2024,Not disclosed
SOC T1 Shift leader,Amgen Inc,Hyderabad,1-6 Yrs,Security Operationssecurity analysissecurity engineeringLinuxinformation securitycybersecurityLeadershipEngineering,25 Days Ago,24-11-2024,Not disclosed
Reltio MDM Senior Developer,Winning Edge,Bengaluru,5-9 Yrs,Reltio RDMReltio Data ModelReltio Integration HubUI ConfigAgile methodologiesGithubData ManagementETL,25 Days Ago,24-11-2024,Not disclosed
Facilities & Admin Executive,Management Health Solutions India,Hyderabad,1-4 Yrs,negotiationfacilities managementoffice administrationoffice softwarecustomer servicecommunication skillsFacilitiesOfficeManagement,24 Days Ago,24-11-2024,Not disclosed
Customer Support Analyst III,Management Health Solutions India,Hyderabad,1-4 Yrs,communication skillscustomer servicesupply chainwritingx12ediSupplyCustomer supportCommunication skills,24 Days Ago,24-11-2024,Not disclosed
Solutions Design Analyst,Clario,Bengaluru,1-5 Yrs,clinical researchwritten communicationirttechnology solutionshealthcaresqlDesignSolution designCommunication skills,24 Days Ago,24-11-2024,Not disclosed
Specialist - Ophthalmology,Aster Medcity,Bengaluru,2-5 Yrs,low visionopdglaucomacataract surgeryphacocontact lenshealthcarecounselling,25 Days Ago,24-11-2024,Not disclosed
Senior Registered Nurse,Aster Medcity,Bengaluru,1-6 Yrs,gnmus healthcarecritical carenursingmedicinehospital administrationicdpatient care,25 Days Ago,24-11-2024,Not disclosed
Senior Executive - Marketing Communication & Business Development,Aster Medcity,Bengaluru,1-5 Yrs,team managementback officebusiness developmenttrainingmarket researchsales supportsalesgrowth strategy,25 Days Ago,24-11-2024,Not disclosed
Senior Executive - Finance & Accounts,Aster Medcity,Bengaluru,2-5 Yrs,financial analysisledgeraccounts receivableaccounts payablejournal entriesvatgstgeneral accounting,25 Days Ago,24-11-2024,Not disclosed
Registered Nurse,Aster Medcity,Bengaluru,1-9 Yrs,business centralsideerpnavmicrosoft dynamics navisionmedical equipmentmicrosoft dynamicsnursing,25 Days Ago,24-11-2024,Not disclosed
Medical Officer - Telemedicine,Aster Medcity,Bengaluru,1-5 Yrs,telemedicineopdhealth care servicesemergency medicinediagnosismedicinemedical serviceshospital administration,25 Days Ago,24-11-2024,Not disclosed
Associate - Revenue Cycle Management,Aster Medcity,Bengaluru,2-5 Yrs,accounts receivableaccounts payablertdtransmittershealth care servicessharepointmedical serviceshospital administration,25 Days Ago,24-11-2024,Not disclosed
Embeeded C++ Professional,Global Pharma Tek,Bengaluru,2-5 Yrs,c++pythonusbdevice driversrs232spimicrocontrollerrtos,25 Days Ago,24-11-2024,Not disclosed
Assoc Medical Data Review Manager,Iqvia Biotech,Bengaluru,3-7 Yrs,CROData managementPharmaClinical researchHealthcareLife sciencesCustomer serviceSubject Matter Expert,25 Days Ago,24-11-2024,Not disclosed
Senior Software Developer,3bigs,Bengaluru,3-8 Yrs,Computer scienceHibernateVersion controlGITDatabase designIntegration testingData structuresSoftware services,25 Days Ago,24-11-2024,Not disclosed
Senior Bioinformatics Analyst,3bigs,Bengaluru,2-4 Yrs,Data analysisLinuxSenior AnalystGenomicsProteomicsResearchOpen sourceBioinformatics,25 Days Ago,24-11-2024,Not disclosed
Facilities and Office Coordinator,Yougov,Bengaluru,1-6 Yrs,office operationsfilingwritten communicationadministrationoffice coordinationcommunication skillsoffice management,25 Days Ago,24-11-2024,Not disclosed
Credit Analyst,India Health Link,Bengaluru,1-5 Yrs,financial institutionsdeal sourcingunderwritingdue diligencecredit underwritingcredit analysisinvestment,25 Days Ago,24-11-2024,Not disclosed
GenAI engineer.,India Health Link,Bengaluru,2-5 Yrs,semanticalgorithmspythoncssnatural language processingnltkkernelmicrosoft azure,25 Days Ago,24-11-2024,Not disclosed
Marketing Manager,Medvoice Transcript Solutions,Bengaluru(Banaswadi +6),5-8 Yrs,Marketing StrategyDigital MarketingBrandingMarketing managementDigitalManagementMarketing,24 Days Ago,24-11-2024,Not disclosed
Video Editor,Continental Hospitals,Hyderabad,2-5 Yrs,Video EditingAdobe Premiere ProMotion GraphicsAdobe PremiereAdobeEditingPremiere PROMotion,25 Days Ago,24-11-2024,Not disclosed
Sr. Executive - Analytical Quality Assurance.,Aurigene Oncology Limited. (a Dr. Reddy's Subsidiary),Bengaluru,8-10 Yrs,AQABiologicsGMPBatch Release DocumentAnalytical Method ValidationCAR -TDocument ReviewReview,25 Days Ago,24-11-2024,Not disclosed
Digital Marketing Specialist,Continental Hospitals,Hyderabad,2-5 Yrs,SEO AnalysisGoogle AnalyticsSemrushGoogle Search ConsoleAhrefsGoogle SearchGoogleDigital marketing,25 Days Ago,24-11-2024,Not disclosed
Mobile Automation Engineer,Sivantos India,Hybrid - Hyderabad,5-8 Yrs,AppiumPythonJavaAutomationMobile Automation,25 Days Ago,24-11-2024,Not disclosed
Executive- Water Systems (API),MSN Group,Hyderabad(Vangapally),3-6 Yrs,purified Water Systemportable Water systemRO SystemWater SystemRO PlantPurified WaterWater TreatmentSystem,25 Days Ago,24-11-2024,3-5 Lacs PA
Fresher Book Patient Appointment Receptionist Customer Care Executive,Dna Labs,Hyderabad,0-3 Yrs,Education Not a Issueany one can apply must be fluent in englishAppointApplicationIssueCustomer careFluentEnglish,25 Days Ago,24-11-2024,1.25-4 Lacs PA
Fire And Safety Officer,St Johns National Academy of Health Sciences (SJNAHS),Bengaluru,0-5 Yrs,Safety Officer ActivitiesFire SafetyIOSHNFSCNeboshIndustrial SafetyFire PreventionSafety Audit,25 Days Ago,24-11-2024,Not disclosed
Lead UX Designer and Usability Researcher,InnovXcare,Hybrid - Bengaluru(Whitefield),4-7 Yrs,User Experience DesignUser ResearchUser Centered DesignUx DesignFigmaUsability TestingComponent DesignUsability Analysis,25 Days Ago,24-11-2024,11-17 Lacs PA
Accounts Supervisor,ARISTO PHARMACEUTICALS,Hyderabad,2-5 Yrs,MIS PreparationSAPPetty CashAccounts ReceivableAccounts ReconciliationReceivableCashAccounting,25 Days Ago,24-11-2024,Not disclosed
Sales Executive (Physiotherapy and medical equipments),Cnergy Incorporation,"Hybrid - Kolkata, Bengaluru, Delhi / NCR",1-4 Yrs,Equipment SalesSales And MarketingGovernment TenderPhysiotherapy equipmentMedical EquipmentTender AnalysisNegotiationBidding Process,25 Days Ago,24-11-2024,2-4 Lacs PA
Urgent Requirement For Engineering Services Dept In Formulation Div,MSN Group,Hyderabad,5-7 Yrs,HVACdehumidifiersFormulationAhusEngineering ServicesLAFscRABsRequirements,25 Days Ago,24-11-2024,Not disclosed
Urgent Requirement For Engineering Services Dept In Formulation Div,MSN Group,Hyderabad,5-7 Yrs,Sterile MechanicalAutoclavesFormulationlyophilizesEngineering ServicesInjectableLyophilizationMechanical,25 Days Ago,24-11-2024,Not disclosed
Urgent Requirement For Engineering Services Dept In Formulation Div,MSN Group,Hyderabad,5-7 Yrs,Packing linesManufacturing AreasMechanicalEngineering ServicesFormulationPackagingLineEngineering,25 Days Ago,24-11-2024,Not disclosed
Urgent Requirement For Production Injectables,MSN Group,Hyderabad,2-7 Yrs,LyoProduction InjectablesVial FillingFormulationFillingProductionInjectablesRequirements,25 Days Ago,24-11-2024,Not disclosed
Urgent Requirement For Production Packing,MSN Group,Hyderabad,2-6 Yrs,Blister CamCam CartonatorProduction PackingCamBlisterProductionPackagingRequirements,25 Days Ago,24-11-2024,Not disclosed
Nursing staff,Sanjeevini Hospital,Bengaluru,2-7 Yrs,Nursing StaffNursing,30+ Days Ago,24-11-2024,Not disclosed
Duty doctor,Sanjeevini Hospital,Bengaluru,5-10 Yrs,MINDuty Doctor,30+ Days Ago,24-11-2024,Not disclosed
Interventional cardiologist DM DNB consultant,Medico Hub,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",3-5 Yrs,Nursing StaffCardiovascularPatient careDNBClinical researchHealthcareMentorResearch,30+ Days Ago,24-11-2024,Not disclosed
Mbbs md / DNB General medicine,Medico Hub,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",1-6 Yrs,AdministrationInternal medicineTime managementhealthcare managementPatient careClinical researchHealthcareDNB,30+ Days Ago,24-11-2024,Not disclosed
obstetrician and gynaecologist consultant,Medico Hub,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",1-5 Yrs,Interpersonal skillsSurgicalCNursing StaffPatient careHealthcareClinical researchWellness,30+ Days Ago,24-11-2024,Not disclosed
Reltio MDM Senior Developer,Eli Lilly And Company,Bengaluru,5-8 Yrs,Computer scienceData managementBusiness analysisCodingPharmaTechnical leadershipHealthcareMarket research,30+ Days Ago,24-11-2024,Not disclosed
Junior Executive ( Trainee ),Viruj Group,Hyderabad,1-3 Yrs,Analytical chemistryOrganic chemistryJunior Executive TraineeGLPChemical testingGMPAnalytical instrumentsInformation technology,30+ Days Ago,24-11-2024,Not disclosed
First line field manager,Tablets India Ltd.,"Varanasi, Bengaluru",4-8 Yrs,Sales RepresentativeArea salesOperationsSupervisionFieldLineSalesManagement,30+ Days Ago,24-11-2024,Not disclosed
Application Specialists,United Alacrity India,Bengaluru,3-5 Yrs,Product managementBiotechnologyChemicalFormulationManager Quality ControlYARNApplicationManagement,30+ Days Ago,24-11-2024,Not disclosed
Nursing Assistant,Athulya Home Healthcare,"Kochi, Hyderabad, Chennai, Bengaluru",1-3 Yrs,opdhealth care servicesadministrationgnmecgorthonursingmedicine,30+ Days Ago,24-11-2024,Not disclosed
Homecare Nurse,Athulya Home Healthcare,"Kochi, Hyderabad, Chennai, Bengaluru",1-3 Yrs,beautician activitiesskin careeddgnmhair carenursingpatient caresales,30+ Days Ago,24-11-2024,Not disclosed
